,Ticker,PreCovidMedianPrice,PreCovidMeanPrice,CovidMinPrice,CurrentPrice,PriceDipPercent,PriceRecoveryPercent,RemainingDipPercent
2390,CBU,67.41,66.11,48.4,69.6,26.78,32.07,-5.29
2106,MSGN,16.67,16.73,8.8,17.61,47.39,52.67,-5.29
561,G,39.72,39.93,22.65,42.04,43.27,48.56,-5.29
2462,PRAA,35.15,35.23,20.02,37.11,43.17,48.51,-5.34
196,PSN,37.29,36.81,25.31,38.78,31.24,36.6,-5.36
3140,USCR,46.67,46.13,9.67,48.61,79.04,84.41,-5.37
870,CHKP,111.68,111.64,82.05,117.65,26.5,31.89,-5.38
2416,CLH,82.46,80.08,31.36,84.46,60.84,66.31,-5.47
1524,WSFS,43.87,43.76,19.49,46.17,55.46,60.97,-5.5
554,VRCA,14.62,14.27,6.16,15.06,56.84,62.36,-5.52
1409,XPER,20.34,20.07,10.65,21.18,46.94,52.47,-5.53
927,PG,122.72,122.38,97.7,129.17,20.16,25.72,-5.55
2016,SGU,9.4,9.4,6.47,9.92,31.15,36.71,-5.56
1849,HEI,124.1,124.89,61.66,131.84,50.63,56.19,-5.56
716,VNDA,14.04,14.78,7.5,15.61,49.27,54.85,-5.58
2239,TXT,46.68,47.1,21.66,49.74,54.01,59.62,-5.61
2703,GOOS,39.0,39.32,14.86,41.53,62.21,67.82,-5.61
1925,ISBC,11.97,11.83,6.85,12.5,42.11,47.75,-5.64
2984,HBI,15.05,15.12,7.17,15.98,52.57,58.28,-5.71
2024,MCY,49.35,51.43,34.15,54.38,33.6,39.33,-5.73
2888,PRGS,40.65,40.45,29.75,42.79,26.45,32.24,-5.79
687,AIZ,127.03,127.98,80.41,135.44,37.17,43.0,-5.83
626,MSON,18.23,18.46,7.01,19.54,62.03,67.88,-5.85
3201,NCBS,69.6,69.67,47.27,73.76,32.15,38.02,-5.88
3341,UAA,19.66,19.62,7.71,20.77,60.7,66.58,-5.88
1322,VRSN,189.15,189.37,151.17,200.52,20.17,26.06,-5.89
1740,CAMP,10.68,10.69,3.73,11.33,65.11,71.08,-5.97
3305,PUMP,9.09,9.2,1.51,9.75,83.58,89.58,-5.99
62,CE,123.12,122.69,59.12,130.04,51.81,57.81,-5.99
2718,LYB,91.34,90.1,34.9,95.52,61.27,67.28,-6.01
2097,BHF,39.82,39.3,16.15,41.67,58.91,64.93,-6.02
3316,AGFS,2.31,2.29,1.06,2.43,53.74,59.79,-6.05
3211,CODA,7.68,8.04,4.41,8.53,45.22,51.3,-6.08
2629,CM,83.67,83.8,46.53,88.9,44.48,50.56,-6.09
2845,VGR,12.21,12.26,8.43,13.02,31.23,37.45,-6.22
2187,ACBI,18.36,18.13,9.51,19.26,47.55,53.78,-6.23
633,GPK,15.66,15.44,10.57,16.41,31.56,37.82,-6.26
669,BKNG,1990.64,1975.49,1152.24,2099.56,41.67,47.95,-6.28
136,IRMD,22.96,22.85,16.08,24.31,29.62,36.02,-6.4
2156,CVS,67.05,68.57,52.3,72.98,23.72,30.16,-6.44
1238,SRDX,42.52,43.01,22.46,45.79,47.78,54.25,-6.47
2288,FRME,40.07,39.44,21.83,41.99,44.65,51.12,-6.47
38,LBTYK,23.45,23.27,14.75,24.78,36.62,43.1,-6.47
1953,BHTG,1.75,1.74,1.05,1.85,39.57,46.04,-6.48
3325,EPC,31.47,32.16,21.17,34.25,34.17,40.68,-6.51
549,TCBK,37.88,37.73,23.43,40.19,37.9,44.42,-6.52
2700,EPAY,41.4,44.44,28.83,47.34,35.13,41.65,-6.52
2517,NSSC,28.71,28.45,13.69,30.31,51.88,58.42,-6.54
1577,AZO,1156.28,1149.15,723.22,1224.95,37.06,43.66,-6.6
1155,RM,29.53,29.77,10.43,31.74,64.96,71.59,-6.64
523,WTRG,44.9,44.86,32.65,47.86,27.22,33.91,-6.69
3223,WSBF,18.56,18.09,12.37,19.3,31.62,38.31,-6.69
1469,FRBA,10.85,10.86,6.09,11.59,43.94,50.63,-6.7
365,SUM,22.69,22.86,8.48,24.4,62.91,69.63,-6.72
2685,ANTM,271.72,269.59,174.68,287.7,35.21,41.92,-6.72
1110,RL,100.58,103.26,61.0,110.21,40.92,47.66,-6.74
2779,SYF,35.74,35.28,12.8,37.67,63.72,70.48,-6.76
1037,HLIT,7.73,7.28,4.51,7.78,38.09,44.89,-6.81
2190,MEOH,36.84,37.06,9.57,39.6,74.18,81.03,-6.85
93,CFR,93.06,91.71,49.22,98.08,46.33,53.27,-6.94
1032,CATM,35.86,36.24,15.93,38.77,56.04,63.03,-6.98
926,PXLW,3.42,3.47,1.92,3.71,44.63,51.62,-6.98
2746,XEC,46.17,46.72,13.25,49.99,71.64,78.64,-7.0
1710,NRG,39.33,39.32,21.99,42.07,44.07,51.07,-7.0
2229,ARTNA,37.03,36.89,31.24,39.47,15.31,22.31,-7.01
2443,VMC,143.65,144.07,76.61,154.18,46.82,53.84,-7.02
1976,PM,82.09,80.3,59.98,85.99,25.31,32.39,-7.08
2334,LEGH,15.84,15.66,8.59,16.77,45.15,52.24,-7.09
1011,GCO,39.8,41.12,8.84,44.04,78.5,85.6,-7.1
250,ODC,34.44,34.68,28.92,37.15,16.62,23.73,-7.11
3321,BWA,41.57,40.55,19.73,43.44,51.34,58.47,-7.13
1468,TREE,317.02,326.98,137.12,350.4,58.06,65.23,-7.16
1223,UFI,23.88,23.61,7.98,25.31,66.2,73.4,-7.19
1581,AXP,119.05,119.37,68.96,127.99,42.23,49.45,-7.22
421,WYND,47.7,47.59,16.81,51.05,64.68,71.94,-7.26
1116,ZSAN,1.86,1.8,0.34,1.93,81.33,88.59,-7.27
3118,GDP,9.85,10.02,3.21,10.75,67.95,75.27,-7.32
2285,AKBA,4.28,4.71,2.22,5.06,52.9,60.25,-7.35
3107,TRC,16.43,16.56,12.51,17.78,24.46,31.82,-7.36
1835,ST,51.26,51.01,23.11,54.77,54.7,62.07,-7.37
2469,ORLY,436.69,421.16,260.92,452.5,38.05,45.49,-7.44
3193,SINA,40.01,39.5,27.83,42.44,29.55,36.99,-7.44
2822,SLF,44.78,44.69,24.42,48.02,45.35,52.81,-7.46
1865,TWNK,13.77,13.72,9.44,14.74,31.18,38.64,-7.46
2761,MD,23.97,24.53,7.89,26.36,67.84,75.29,-7.46
1877,COLM,95.14,95.46,56.23,102.61,41.1,48.58,-7.48
566,CB,154.5,154.58,94.2,166.18,39.06,46.56,-7.5
602,ABTX,35.09,34.89,21.61,37.51,38.05,45.58,-7.52
2299,ENR,43.97,45.29,27.24,48.73,39.85,47.45,-7.6
644,GABC,33.25,33.12,24.23,35.65,26.83,34.48,-7.65
113,MDT,109.01,109.59,72.92,118.07,33.46,41.2,-7.74
1440,PNC,148.29,147.28,80.64,158.79,45.25,53.06,-7.81
1366,MMI,36.09,36.09,22.56,38.91,37.49,45.3,-7.81
989,INTC,56.46,54.87,44.11,59.16,19.61,27.43,-7.81
109,CULP,15.4,15.47,5.34,16.68,65.48,73.3,-7.82
641,BOX,16.88,16.87,9.12,18.2,45.93,53.83,-7.91
1414,SIEN,7.1,7.4,1.0,7.99,86.41,94.43,-8.02
913,ATCO,11.31,11.75,6.27,12.7,46.66,54.7,-8.04
2697,SBFG,17.02,17.4,10.12,18.8,41.84,49.88,-8.04
1124,MMM,168.27,167.29,117.87,180.76,29.54,37.59,-8.05
446,LNG,61.79,62.12,29.82,67.13,51.99,60.07,-8.07
1127,LXFR,17.09,16.93,11.01,18.3,34.98,43.05,-8.08
1138,AMCX,43.55,43.68,20.58,47.22,52.89,60.99,-8.1
1128,CBZ,25.98,25.45,17.27,27.52,32.15,40.27,-8.11
252,ESGR,198.15,197.43,99.3,213.59,49.7,57.89,-8.19
2726,ROST,111.77,111.52,59.97,120.66,46.22,54.42,-8.2
1572,HSIC,65.12,65.39,43.18,70.78,33.96,42.21,-8.25
1144,GIII,26.86,27.51,4.5,29.79,83.65,91.91,-8.27
2622,JKHY,146.26,146.09,129.61,158.21,11.28,19.58,-8.3
3226,CPS,33.64,34.93,8.16,37.83,76.64,84.95,-8.31
2001,MMS,75.67,75.99,49.45,82.3,34.92,43.23,-8.31
203,ABCB,42.81,41.61,18.52,45.08,55.49,63.83,-8.33
622,LEVI,17.58,17.95,9.51,19.45,47.02,55.37,-8.35
1256,SBLK,10.75,10.76,3.92,11.66,63.57,71.93,-8.36
1104,SJM,106.34,106.15,95.79,115.12,9.76,18.21,-8.45
1761,PFPT,118.69,120.69,91.12,130.92,24.5,32.98,-8.47
1027,USPH,129.16,126.32,47.91,137.05,62.07,70.57,-8.5
1447,KOP,32.29,33.68,8.38,36.55,75.12,83.64,-8.52
3170,BMY,56.39,55.5,46.4,60.23,16.4,24.92,-8.52
1757,RNST,35.33,35.18,18.92,38.2,46.21,54.81,-8.6
2719,GIS,53.19,53.11,47.28,57.7,10.98,19.62,-8.64
18,ALTG,9.92,9.93,3.75,10.79,62.23,70.9,-8.67
891,SMPL,27.74,27.1,14.69,29.46,45.79,54.5,-8.71
2971,IIN,18.96,19.36,10.19,21.05,47.36,56.1,-8.74
1899,ALJJ,1.24,1.28,0.31,1.39,75.74,84.51,-8.76
2284,UCBI,30.55,29.58,15.86,32.18,46.38,55.18,-8.8
1564,ASIX,22.78,22.67,8.51,24.67,62.47,71.28,-8.81
823,UTI,5.52,5.87,3.61,6.39,38.52,47.34,-8.82
1373,FSS,32.47,32.44,23.94,35.31,26.2,35.05,-8.84
2790,MNTX,5.82,5.8,3.08,6.32,46.94,55.82,-8.87
532,TTMI,12.64,12.9,8.84,14.06,31.47,40.46,-8.99
2587,NKTR,19.48,19.27,14.47,21.01,24.91,33.94,-9.03
2657,WCN,90.48,90.73,71.47,98.95,21.23,30.29,-9.05
1071,LPG,12.43,12.58,6.44,13.74,48.83,58.01,-9.18
1196,WDC,58.13,56.88,29.19,62.12,48.68,57.89,-9.21
1233,EME,87.55,87.68,48.34,95.79,44.87,54.12,-9.25
3035,MGRC,72.75,71.43,46.58,78.1,34.79,44.13,-9.34
317,CFG,36.83,37.02,15.32,40.48,58.62,67.96,-9.34
71,VRTX,195.97,196.04,199.77,214.37,-1.91,7.45,-9.35
358,ASUR,8.2,7.95,5.07,8.69,36.19,45.56,-9.37
371,MTSC,55.24,53.69,13.62,58.73,74.63,84.02,-9.38
2345,PAYX,84.42,83.85,50.39,91.71,39.9,49.28,-9.38
200,WWW,30.1,30.48,12.72,33.35,58.27,67.68,-9.4
3328,PRSP,26.35,26.5,15.39,29.01,41.91,51.4,-9.49
2997,SDPI,0.88,0.88,0.27,0.96,69.19,78.74,-9.54
3229,CGIX,3.9,4.36,2.09,4.78,52.11,61.64,-9.54
1178,URBN,27.24,27.14,12.77,29.73,52.94,62.5,-9.56
3149,PESI,4.99,5.83,4.2,6.39,27.97,37.56,-9.58
524,CDK,50.18,50.28,30.03,55.15,40.27,49.96,-9.69
478,CNMD,109.11,104.91,39.81,115.12,62.05,71.78,-9.73
2553,TRS,30.91,30.8,19.39,33.83,37.05,46.88,-9.83
3190,VOLT,2.96,2.85,0.68,3.13,76.14,85.97,-9.83
2350,CWT,52.63,52.65,41.66,57.83,20.87,30.71,-9.85
1185,IP,43.68,43.53,26.47,47.84,39.19,49.1,-9.91
2304,GVA,27.86,29.18,10.1,32.07,65.38,75.3,-9.92
3040,BANF,58.71,58.19,27.22,63.96,53.22,63.14,-9.92
1369,MCB,43.28,43.03,17.71,47.3,58.84,68.77,-9.93
2397,MMC,102.69,103.56,76.69,113.87,25.95,35.9,-9.96
579,FLR,18.52,18.63,3.4,20.49,81.75,91.76,-10.01
342,MSI,165.36,165.87,124.56,182.54,24.91,34.95,-10.05
996,HONE,10.25,10.39,6.56,11.44,36.86,46.97,-10.11
2282,SPFI,17.09,17.78,11.6,19.59,34.77,44.93,-10.16
1427,CVCO,195.17,195.08,108.21,214.96,44.53,54.72,-10.19
2573,SANM,32.0,31.96,18.74,35.22,41.37,51.56,-10.19
201,ULH,20.87,21.4,11.46,23.59,46.46,56.67,-10.21
2451,YELP,34.18,34.2,14.46,37.69,57.71,67.93,-10.22
796,HBB,18.52,17.69,6.92,19.5,60.88,71.12,-10.24
83,NLSN,20.54,20.7,11.85,22.82,42.75,53.0,-10.25
1363,ATNX,13.53,13.38,5.71,14.75,57.32,67.58,-10.26
2609,AMGN,213.25,215.44,182.24,237.57,15.41,25.68,-10.27
812,DCPH,44.34,44.87,33.63,49.5,25.05,35.37,-10.32
2131,PZN,8.62,8.66,3.71,9.56,57.17,67.54,-10.37
2003,QUOT,8.66,9.17,5.26,10.13,42.63,53.11,-10.48
492,UEIC,52.56,52.25,31.55,57.75,39.61,50.15,-10.54
1417,RAVN,34.39,33.96,16.58,37.56,51.18,61.77,-10.59
984,ABM,37.37,37.1,20.45,41.03,44.88,55.47,-10.6
3044,MKC,82.06,82.11,56.92,90.83,30.68,41.31,-10.63
1244,ENZ,3.2,3.11,1.82,3.44,41.46,52.11,-10.65
1453,RLI,92.34,93.45,68.8,103.42,26.37,37.05,-10.67
1616,MYGN,27.21,27.42,9.78,30.35,64.33,75.02,-10.69
1559,VVV,21.99,22.07,9.14,24.43,58.58,69.29,-10.7
539,TDG,534.78,542.13,245.79,600.17,54.66,65.37,-10.71
1964,ZUO,14.66,14.82,7.19,16.43,51.48,62.35,-10.87
205,GPX,12.83,12.58,5.43,13.95,56.82,67.75,-10.93
2170,RELL,5.72,5.74,3.31,6.37,42.33,53.32,-10.99
3301,SOLY,11.28,11.77,6.02,13.07,48.84,59.92,-11.08
1042,BKU,34.55,34.47,13.99,38.32,59.41,70.59,-11.18
198,LAZ,37.75,37.4,21.06,41.59,43.69,54.9,-11.21
542,TCMD,51.27,53.94,31.0,60.01,42.53,53.78,-11.25
1466,CHRW,78.61,80.84,60.11,89.97,25.64,36.94,-11.3
339,GENC,12.23,11.94,9.52,13.29,20.24,31.59,-11.34
2233,CNC,51.71,52.3,45.55,58.24,12.91,24.26,-11.35
3020,FTK,2.01,2.0,0.69,2.23,65.52,76.96,-11.45
1840,VBTX,25.12,25.52,10.77,28.45,57.79,69.29,-11.5
2162,JPM,126.51,125.68,79.03,140.14,37.12,48.62,-11.51
2355,ATXI,5.92,6.21,2.95,6.93,52.51,64.07,-11.56
2342,EPSN,3.46,3.49,2.49,3.89,28.59,40.15,-11.57
261,CPK,93.63,93.28,72.35,104.09,22.44,34.03,-11.59
1506,BLMN,20.74,20.83,4.83,23.25,76.81,88.45,-11.64
771,SNV,37.26,36.7,12.74,40.98,65.28,76.96,-11.68
445,RES,4.75,4.75,1.96,5.31,58.77,70.48,-11.71
1290,GBL,17.93,18.06,9.31,20.18,48.44,60.2,-11.77
3171,IMTX,10.27,10.28,8.73,11.49,15.07,26.85,-11.78
651,CORE,28.48,28.69,21.73,32.07,24.26,36.04,-11.79
3182,BAM,37.11,36.85,22.05,41.22,40.15,52.02,-11.86
1323,EW,77.47,76.92,52.41,86.08,31.86,43.77,-11.91
3010,MEI,35.87,35.93,23.12,40.23,35.66,47.61,-11.95
1516,UFPT,41.78,42.84,31.23,47.97,27.11,39.07,-11.96
150,HCC,20.5,20.55,9.98,23.01,51.43,63.41,-11.98
2679,NTR,48.89,48.9,25.1,54.77,48.67,60.67,-12.0
1568,INCY,83.58,83.57,63.18,93.62,24.4,36.43,-12.03
3206,WAB,74.76,73.67,40.75,82.54,44.69,56.72,-12.04
1452,WRK,38.74,38.45,22.08,43.08,42.57,54.62,-12.04
1695,ROLL,162.01,162.03,81.77,181.58,49.53,61.6,-12.07
1992,RETO,0.97,0.99,0.46,1.11,53.55,65.64,-12.09
1784,CNS,63.27,61.11,34.89,68.54,42.9,55.07,-12.17
1429,COLB,38.7,38.38,20.33,43.05,47.03,59.2,-12.17
1614,MNDO,2.36,2.39,1.64,2.68,31.34,43.54,-12.21
277,GWRE,109.09,110.23,73.98,123.7,32.89,45.11,-12.22
3092,SSRM,15.08,15.52,10.77,17.42,30.62,42.84,-12.22
3000,VIAV,14.84,14.83,9.0,16.65,39.33,51.57,-12.24
2528,LYV,68.22,68.06,29.5,76.39,56.65,68.9,-12.25
1299,AJRD,45.51,46.7,32.42,52.47,30.58,42.93,-12.34
2085,KMT,33.12,32.98,15.17,37.05,54.0,66.35,-12.35
2476,NPK,88.5,87.86,67.09,98.74,23.64,36.03,-12.39
1305,IT,152.0,149.55,83.24,168.11,44.34,56.75,-12.41
380,WIRE,57.21,57.28,38.63,64.4,32.56,44.99,-12.43
177,BPOP,55.02,55.43,24.81,62.37,55.24,67.76,-12.51
2647,STT,67.21,67.59,43.21,76.07,36.07,48.62,-12.55
3335,REX,80.92,81.5,36.58,91.73,55.12,67.67,-12.56
2094,ELVT,4.18,4.22,0.92,4.75,78.2,90.76,-12.57
2769,LAWS,46.97,45.45,24.69,51.17,45.68,58.26,-12.58
1226,KBR,28.7,27.56,13.08,31.04,52.55,65.16,-12.61
2100,FITB,29.49,28.92,11.67,32.57,59.64,72.28,-12.64
2353,DRI,114.91,115.65,34.16,130.27,70.46,83.11,-12.64
420,PPG,125.41,124.44,72.5,140.22,41.74,54.42,-12.68
1492,JCOM,94.14,93.77,54.37,105.67,42.02,54.71,-12.69
1401,CTS,29.01,29.63,18.24,33.39,38.44,51.13,-12.69
2267,EBMT,19.11,19.08,12.25,21.5,35.79,48.49,-12.7
2743,TGNA,15.48,15.54,10.12,17.52,34.89,47.61,-12.72
1307,DD,66.26,67.18,28.46,75.76,57.64,70.4,-12.76
2025,RS,115.82,110.38,71.42,124.53,35.29,48.12,-12.82
719,MET,47.87,48.02,23.53,54.18,51.0,63.82,-12.82
3071,APD,223.29,224.67,176.73,253.64,21.34,34.23,-12.9
2990,TRU,82.97,82.94,54.98,93.64,33.71,46.61,-12.9
1601,ZBH,140.31,141.5,80.63,159.81,43.02,55.96,-12.94
1356,MLM,266.85,266.26,144.12,300.91,45.87,58.88,-13.01
212,KDP,28.03,28.38,19.6,32.1,30.94,44.04,-13.1
862,ECL,191.68,191.9,125.22,217.05,34.75,47.85,-13.1
293,DOX,66.44,67.66,46.13,76.53,31.82,44.93,-13.11
1760,OCN,26.25,25.19,4.65,28.5,81.54,94.7,-13.16
2745,CWBR,1.62,1.6,0.87,1.81,45.79,58.96,-13.17
3142,BWB,12.59,12.47,8.31,14.12,33.35,46.6,-13.25
2135,MVBF,20.48,20.95,9.0,23.77,57.05,70.49,-13.45
834,WERN,36.33,36.06,29.41,40.92,18.44,31.92,-13.48
2104,PPBI,32.29,32.25,14.93,36.62,53.71,67.25,-13.54
3063,ASH,76.53,76.0,39.76,86.3,47.69,61.23,-13.55
3090,HLT,97.32,98.9,55.94,112.32,43.44,57.01,-13.57
814,CDTX,2.23,2.24,1.74,2.55,22.47,36.09,-13.62
3250,DOW,51.49,50.45,22.0,57.35,56.4,70.06,-13.67
2824,HTGC,13.85,13.76,6.64,15.65,51.74,65.49,-13.75
2232,BFAM,151.23,151.72,69.95,172.6,53.9,67.66,-13.76
1611,JRVR,40.73,41.87,27.74,47.65,33.75,47.55,-13.79
2128,WETF,4.95,5.04,2.04,5.73,59.49,73.28,-13.8
831,KHC,30.24,29.78,20.06,33.91,32.64,46.51,-13.86
715,CERN,68.1,68.91,54.7,78.5,20.62,34.54,-13.92
726,FTV,59.4,59.4,35.15,67.68,40.82,54.75,-13.93
1591,SEE,40.02,39.93,17.55,45.5,56.04,70.0,-13.96
385,RDCM,9.66,9.53,5.52,10.87,42.1,56.12,-14.02
698,OCSL,5.23,5.24,2.36,5.98,54.98,69.06,-14.08
2991,HAE,121.26,122.24,74.34,139.48,39.18,53.29,-14.11
2850,FOE,12.32,12.63,7.69,14.42,39.13,53.27,-14.13
3337,YVR,1.83,1.9,1.37,2.17,27.93,42.09,-14.16
2624,WH,53.97,54.95,21.59,62.73,60.71,74.87,-14.16
901,SAIC,83.78,84.01,51.92,95.92,38.2,52.37,-14.17
1147,CMC,19.6,19.62,11.49,22.41,41.43,55.66,-14.23
2204,HSII,28.78,28.99,18.23,33.12,37.12,51.36,-14.23
1586,DFS,83.59,82.57,25.25,94.34,69.42,83.68,-14.26
66,NBIX,101.5,102.92,75.11,117.63,27.02,41.31,-14.29
301,XELB,1.67,1.67,0.4,1.91,76.04,90.35,-14.31
1232,ALKS,20.13,20.13,13.06,23.04,35.14,49.57,-14.43
2055,SSP,14.1,14.04,5.52,16.07,60.67,75.16,-14.49
2302,BHC,24.89,25.21,12.98,28.86,48.5,63.0,-14.5
2091,KNX,36.46,36.51,28.59,41.81,21.69,36.21,-14.53
2933,UBX,6.97,7.01,2.94,8.03,58.06,72.62,-14.56
1532,AON,194.65,196.92,145.48,225.64,26.12,40.71,-14.58
2702,PLUS,81.53,81.03,45.41,92.86,43.96,58.56,-14.61
983,MWA,11.21,11.29,7.09,12.94,37.19,51.82,-14.64
1726,NPO,66.93,66.74,31.21,76.55,53.24,67.94,-14.7
2789,CHD,70.7,71.78,60.3,82.33,15.99,30.69,-14.7
813,PED,1.5,1.49,0.72,1.71,51.7,66.41,-14.71
2504,BAH,71.02,71.41,57.38,81.95,19.64,34.41,-14.77
643,UNF,203.29,200.82,127.72,230.51,36.4,51.18,-14.78
146,HMSY,32.69,32.04,19.26,36.8,39.9,54.74,-14.84
780,SNA,162.19,161.42,95.52,185.48,40.82,55.73,-14.91
1867,KTB,36.15,37.12,13.8,42.68,62.82,77.8,-14.97
1808,AMCR,9.83,9.98,5.95,11.47,40.35,55.34,-14.98
1954,AAOI,10.71,10.73,5.5,12.34,48.75,63.74,-14.99
511,CHH,92.12,93.07,53.57,107.04,42.44,57.45,-15.0
3279,DOV,105.04,105.07,65.37,120.89,37.78,52.84,-15.06
1376,BMRN,74.84,74.97,71.37,86.29,4.81,19.9,-15.1
2033,GE,10.11,10.09,5.49,11.61,45.57,60.67,-15.1
2874,RDNT,15.66,16.57,6.14,19.08,62.94,78.1,-15.16
1281,GTHX,23.06,26.25,9.07,30.23,65.45,80.61,-15.16
134,SXI,75.75,75.53,38.39,86.98,49.17,64.33,-15.16
2121,LII,246.3,246.39,166.87,283.78,32.27,47.45,-15.17
130,V,179.25,179.6,135.74,206.89,24.42,39.62,-15.2
2570,CL,68.41,69.16,59.89,79.7,13.4,28.64,-15.24
2818,SCI,45.82,45.58,34.71,52.53,23.85,39.1,-15.24
1018,GMS,28.64,29.03,10.74,33.47,63.01,78.29,-15.28
860,ORCL,54.59,54.74,39.8,63.11,27.29,42.59,-15.3
2806,MHK,134.55,132.75,58.66,153.1,55.81,71.14,-15.33
564,SYK,210.55,210.1,126.5,242.45,39.79,55.19,-15.4
2312,YEXT,16.1,15.84,8.83,18.29,44.26,59.72,-15.46
1886,LKQ,33.99,33.12,13.9,38.24,58.03,73.49,-15.47
191,LIND,16.54,16.41,3.2,18.95,80.5,95.99,-15.49
1197,RMAX,34.86,34.09,14.41,39.37,57.73,73.22,-15.5
615,CADE,16.75,16.85,4.77,19.46,71.68,87.21,-15.52
1647,CMCSA,44.81,44.88,32.42,51.85,27.77,43.29,-15.52
2613,AVRO,16.04,16.71,10.08,19.3,39.67,55.19,-15.52
2900,WIFI,11.29,11.28,6.7,13.03,40.58,56.14,-15.55
1594,HRL,42.94,43.09,40.08,49.8,6.98,22.56,-15.58
887,CVLG,15.16,15.04,6.61,17.38,56.04,71.62,-15.58
3220,SWK,153.28,151.89,72.03,175.68,52.58,68.24,-15.66
2839,SXT,64.22,64.91,38.8,75.08,40.22,55.89,-15.67
2271,IART,59.5,59.8,36.67,69.17,38.68,54.35,-15.67
115,ATGE,35.12,35.91,21.46,41.54,40.23,55.92,-15.69
565,AEL,25.37,26.32,11.57,30.46,56.04,71.78,-15.74
325,STLA,14.41,14.25,6.35,16.49,55.43,71.17,-15.75
543,TFX,342.74,344.37,225.31,398.63,34.57,50.33,-15.76
1231,BPFH,11.59,11.6,5.09,13.43,56.12,71.89,-15.77
521,DCI,53.63,53.74,33.19,62.23,38.24,54.04,-15.8
2760,DVD,1.9,1.92,1.07,2.22,44.19,59.98,-15.8
3061,TU,18.38,18.47,13.69,21.39,25.87,41.69,-15.82
1969,TMQ,1.83,1.88,1.08,2.18,42.62,58.44,-15.83
121,NEXA,9.32,9.2,2.69,10.66,70.77,86.61,-15.84
1399,AMS,2.49,2.48,1.27,2.88,48.88,64.8,-15.92
1534,CZZ,16.65,17.15,9.62,19.88,43.9,59.83,-15.93
459,KRO,12.8,12.87,7.14,14.92,44.52,60.46,-15.94
2466,ICL,4.66,4.66,2.83,5.41,39.32,55.32,-15.99
2725,ALTM,48.4,48.39,9.55,56.13,80.26,96.26,-16.0
3246,CI,178.46,177.63,130.06,206.05,26.78,42.78,-16.0
785,BR,123.21,123.3,84.26,143.09,31.66,47.71,-16.05
2707,SLGL,8.4,8.7,5.88,10.1,32.4,48.52,-16.12
3251,FUL,49.37,48.83,25.28,56.71,48.22,64.37,-16.15
775,FTDR,47.42,47.8,30.5,55.53,36.19,52.36,-16.17
1194,NTIC,12.19,12.44,5.71,14.45,54.1,70.26,-16.17
456,ALTA,29.15,29.05,13.56,33.76,53.32,69.54,-16.23
1069,DSPG,14.54,14.63,10.73,17.0,26.63,42.87,-16.24
3336,PLXS,73.94,70.17,37.28,81.59,46.87,63.14,-16.27
1334,CMP,56.49,56.38,35.78,65.61,36.54,52.91,-16.36
3255,KALV,12.89,13.41,5.8,15.61,56.76,73.14,-16.38
2010,DGX,104.88,104.52,73.34,121.64,29.83,46.21,-16.38
1220,KERN,7.13,7.3,2.35,8.5,67.79,84.3,-16.51
646,BKTI,3.32,3.32,1.17,3.87,64.77,81.3,-16.52
931,SFM,19.49,19.33,13.32,22.53,31.11,47.64,-16.53
3265,CDW,127.91,129.04,79.56,150.39,38.35,54.89,-16.54
2417,AVD,15.67,15.81,11.61,18.43,26.57,43.13,-16.56
1470,ROP,349.14,349.05,254.3,407.16,27.14,43.79,-16.65
3053,TDY,336.07,331.74,201.18,387.06,39.36,56.03,-16.68
3307,USNA,73.11,72.96,45.78,85.19,37.25,54.02,-16.76
649,TECK,16.49,16.63,6.12,19.42,63.19,79.99,-16.8
381,WNC,14.85,14.78,6.37,17.26,56.89,73.7,-16.81
3007,SAMG,12.73,12.67,7.32,14.8,42.2,59.06,-16.85
768,CUBI,22.98,22.37,8.82,26.14,60.56,77.44,-16.88
318,OSK,87.32,83.54,48.78,97.69,41.61,58.55,-16.94
2147,PBH,36.8,36.59,29.5,42.8,19.37,36.35,-16.98
418,HUBB,143.63,140.29,86.71,164.23,38.19,55.26,-17.06
202,WLTW,192.7,192.77,147.56,225.7,23.45,40.54,-17.08
2274,UMBF,65.98,65.99,42.49,77.31,35.61,52.77,-17.16
1,PRI,128.69,127.92,62.35,149.88,51.26,68.42,-17.17
925,PFGC,45.9,45.88,11.42,53.76,75.11,92.28,-17.18
1728,HRZN,12.35,12.2,5.25,14.32,56.97,74.33,-17.36
2506,IMXI,13.59,13.63,7.16,15.99,47.45,64.81,-17.36
1014,NXST,102.99,104.19,46.26,122.37,55.6,73.05,-17.45
1024,ITI,5.14,5.27,2.52,6.19,52.16,69.68,-17.52
2262,ANDE,23.15,22.58,11.32,26.54,49.87,67.4,-17.52
2392,DDS,69.81,68.87,22.5,80.96,67.33,84.89,-17.56
1661,PRAH,102.92,102.85,64.14,120.9,37.63,55.19,-17.56
1300,ALV,81.14,80.75,40.18,94.98,50.24,67.87,-17.63
415,GPN,169.27,170.24,116.07,200.33,31.82,49.49,-17.67
2484,APTX,3.44,3.52,1.81,4.15,48.62,66.42,-17.8
506,OTEX,41.19,41.81,29.22,49.26,30.11,47.94,-17.83
2740,NNI,61.79,62.5,38.44,73.65,38.5,56.34,-17.84
2193,MLR,35.15,34.75,25.64,40.96,26.21,44.09,-17.88
2848,SCWX,12.62,13.04,8.79,15.37,32.59,50.46,-17.88
