,Ticker,PreCovidMedianPrice,PreCovidMeanPrice,CovidMinPrice,CurrentPrice,PriceDipPercent,PriceRecoveryPercent,RemainingDipPercent
2973,SGMA,4.18,4.19,2.29,5.62,45.39,79.41,-34.02
2107,KBH,34.04,33.63,11.06,45.08,67.11,101.16,-34.05
2174,VNTR,2.96,3.13,1.16,4.2,62.92,97.18,-34.26
683,OC,63.01,62.98,31.11,84.58,50.61,84.9,-34.29
125,AMSWA,15.39,15.56,9.06,20.9,41.77,76.1,-34.32
952,CCK,71.8,69.71,43.69,93.69,37.32,71.73,-34.4
842,FLOW,45.09,43.1,17.13,58.05,60.25,94.95,-34.69
1678,DISCK,26.3,27.46,16.46,37.0,40.05,74.81,-34.77
2733,ONCT,5.3,5.19,1.51,6.99,70.88,105.67,-34.79
1249,MSEX,63.29,63.11,49.45,85.2,21.64,56.65,-35.01
231,PIPR,77.84,77.08,34.25,104.22,55.57,90.78,-35.21
3191,GDDY,66.15,66.05,41.92,89.32,36.53,71.76,-35.23
935,STKS,2.97,3.05,0.87,4.12,71.43,106.72,-35.28
2859,AIT,60.95,59.9,32.03,81.1,46.53,81.92,-35.39
258,HCA,134.34,132.14,68.13,178.94,48.44,83.86,-35.42
3276,MGPI,47.59,47.96,22.7,64.97,52.67,88.13,-35.46
2660,KRA,24.58,26.01,4.66,35.24,82.09,117.56,-35.47
496,ADI,112.95,112.95,82.23,153.2,27.2,62.83,-35.63
3214,HMST,30.8,30.2,19.31,40.96,36.05,71.7,-35.64
2136,PLT,31.96,31.29,5.6,42.45,82.11,117.75,-35.65
3030,EDSA,5.15,5.2,1.64,7.06,68.48,104.18,-35.7
568,HCSG,24.75,24.65,17.8,33.45,27.77,63.5,-35.73
1918,MTNB,0.9,1.05,0.52,1.43,50.52,86.32,-35.8
756,FAST,35.86,34.94,28.18,47.47,19.34,55.21,-35.87
1587,CRMT,92.72,95.62,38.5,129.94,59.74,95.63,-35.89
2238,AVNS,35.08,36.24,20.64,49.27,43.04,79.01,-35.97
3087,BX,52.63,51.85,36.04,70.55,30.5,66.55,-36.06
3080,GRMN,93.29,91.22,63.63,124.14,30.24,66.34,-36.09
826,BECN,31.89,32.09,11.91,43.69,62.89,99.02,-36.13
2917,WTS,95.33,94.94,72.43,129.25,23.71,59.85,-36.14
1545,ACM,41.06,40.54,23.82,55.22,41.25,77.45,-36.21
1997,EXEL,17.25,17.47,14.46,23.81,17.21,53.54,-36.33
1017,PNR,41.8,41.1,22.85,56.04,44.4,80.76,-36.37
515,AMEH,17.64,17.37,9.55,23.7,45.02,81.46,-36.43
206,CHTR,465.87,451.14,371.7,615.53,17.61,54.05,-36.44
1847,EXPO,68.62,67.09,59.34,91.55,11.55,48.01,-36.46
537,SCOR,2.57,3.16,1.86,4.31,41.06,77.63,-36.57
915,IIIN,21.26,21.01,10.89,28.71,48.18,84.8,-36.63
1391,MGLN,65.6,68.56,32.57,93.71,52.5,89.17,-36.67
2986,OI,9.89,10.06,4.64,13.78,53.89,90.82,-36.93
2077,ETN,88.61,87.75,57.77,120.22,34.16,71.17,-37.01
764,FFWM,15.99,15.81,8.32,21.67,47.39,84.42,-37.04
2020,DIS,136.8,138.63,85.76,190.0,38.14,75.19,-37.06
1351,CWST,43.64,43.82,35.85,60.07,18.2,55.27,-37.07
1848,SSD,77.99,75.52,49.13,103.55,34.94,72.06,-37.12
2118,ENS,68.45,68.06,38.24,93.35,43.81,80.97,-37.16
2338,PAG,50.13,48.68,21.32,66.8,56.2,93.44,-37.24
1326,PCYG,5.43,5.43,3.46,7.46,36.33,73.61,-37.27
1703,ROK,177.38,180.05,120.68,247.26,32.98,70.3,-37.33
3003,X,12.23,12.26,4.9,16.84,60.04,97.38,-37.34
892,IR,32.73,32.07,19.22,44.05,40.07,77.42,-37.35
1556,JEF,19.1,19.47,12.09,26.75,37.91,75.29,-37.38
1217,UPS,118.62,118.85,86.17,163.45,27.5,65.02,-37.52
721,BMTX,10.2,10.2,10.1,14.03,0.97,38.53,-37.56
452,WMK,39.05,38.84,32.62,53.46,16.02,53.65,-37.63
1442,KMX,93.88,92.13,44.27,126.85,51.95,89.63,-37.68
1605,SKY,30.81,30.88,12.21,42.52,60.46,98.16,-37.71
1582,AQST,4.09,4.78,1.54,6.59,67.81,105.54,-37.73
725,BJRI,37.88,38.18,6.54,52.59,82.87,120.62,-37.75
577,QRTEA,9.63,9.67,4.25,13.32,56.03,93.83,-37.8
1045,GTS,18.05,16.99,10.08,23.42,40.69,78.5,-37.81
3051,MHO,40.48,40.68,9.7,56.06,76.15,113.97,-37.82
3268,CPRI,32.86,33.78,7.52,46.56,77.74,115.59,-37.85
1180,FIX,49.35,46.98,29.47,64.78,37.27,75.16,-37.89
2541,EBIX,38.72,38.02,8.82,52.43,76.8,114.69,-37.89
1542,CRUS,67.96,64.83,50.55,89.42,22.03,59.95,-37.92
3088,CIGI,71.65,71.74,35.99,99.0,49.83,87.83,-38.0
2341,FCNCA,499.1,497.5,282.9,687.29,43.14,81.28,-38.15
2023,SII,23.2,23.23,14.7,32.1,36.72,74.9,-38.17
2724,CVGI,7.11,7.06,1.28,9.76,81.88,120.05,-38.17
2141,UFPI,48.36,45.39,30.84,62.72,32.05,70.24,-38.19
462,TNET,56.65,57.63,29.57,79.65,48.69,86.9,-38.21
3127,LITE,62.66,63.75,62.14,88.14,2.52,40.79,-38.27
1802,CCB,16.0,15.97,9.01,22.09,43.6,81.88,-38.28
3237,OXFD,16.38,15.85,9.15,21.92,42.27,80.56,-38.29
3102,SVM,4.32,4.57,2.03,6.32,55.58,93.88,-38.3
1280,FEYE,16.11,15.51,8.11,21.46,47.7,86.1,-38.4
1830,CMI,178.04,172.35,102.76,238.61,40.38,78.82,-38.45
1769,EVRI,10.1,10.82,1.65,14.99,84.75,123.26,-38.51
714,TANH,1.55,1.66,0.93,2.3,43.94,82.59,-38.65
1833,TOL,39.77,39.67,13.8,55.03,65.22,103.92,-38.71
1926,GTES,10.45,11.09,6.05,15.38,45.43,84.15,-38.71
414,KFY,38.44,38.59,22.06,53.55,42.84,81.59,-38.75
1839,FB,190.42,192.01,146.01,266.58,23.96,62.79,-38.84
908,DB,7.61,7.6,5.48,10.56,27.93,66.81,-38.88
959,SGH,30.8,30.78,17.35,42.77,43.64,82.58,-38.94
1957,GS,217.39,215.94,134.97,300.15,37.5,76.49,-38.99
11,TROW,118.53,117.53,85.42,163.39,27.32,66.34,-39.01
448,SILC,32.34,32.29,21.96,44.91,32.0,71.06,-39.06
12,ISRG,552.95,552.89,367.75,769.99,33.49,72.75,-39.27
2456,ETH,18.75,18.6,8.61,25.91,53.71,93.0,-39.29
1004,LKFN,46.73,46.03,32.38,64.14,29.66,68.99,-39.33
3216,TSE,40.85,40.83,14.63,56.93,64.17,103.6,-39.43
2045,CLSN,1.65,1.59,0.47,2.22,70.48,109.92,-39.45
74,DMS,10.26,10.27,6.74,14.33,34.39,73.89,-39.5
591,NSIT,61.99,60.48,32.6,84.38,46.1,85.61,-39.51
161,VCTR,17.0,17.81,12.93,24.85,27.38,66.95,-39.56
1462,ELF,16.81,16.71,8.13,23.33,51.36,90.94,-39.58
3327,BPMC,75.29,75.5,48.11,105.45,36.28,75.95,-39.67
244,DAIO,4.0,3.99,2.51,5.58,37.17,76.85,-39.68
1426,NDAQ,101.82,101.97,72.86,142.45,28.55,68.24,-39.69
858,PWFL,5.97,5.91,2.73,8.26,53.82,93.54,-39.71
1182,PAYA,10.04,10.05,9.8,14.05,2.51,42.28,-39.76
1989,HQY,60.89,61.65,40.54,86.19,34.24,74.05,-39.82
2615,TEL,93.18,92.94,53.08,129.99,42.89,82.76,-39.87
1908,BKI,62.3,61.99,52.01,86.73,16.09,56.01,-39.92
2385,TAC,6.55,6.51,3.8,9.11,41.61,81.59,-39.98
1881,ETM,3.73,4.05,0.77,5.67,80.99,120.99,-40.01
3293,LMAT,34.88,34.42,21.03,48.2,38.9,78.94,-40.04
1630,AMP,152.89,152.3,82.88,213.31,45.58,85.64,-40.06
3339,NWL,19.07,18.95,10.55,26.56,44.34,84.46,-40.12
329,RWLK,2.81,2.72,0.42,3.82,84.58,124.86,-40.28
1959,OMF,40.49,39.78,14.34,55.82,63.95,104.27,-40.32
810,TRTN,36.92,36.34,21.67,51.02,40.37,80.77,-40.4
331,DLB,64.96,65.49,46.94,92.03,28.33,68.85,-40.52
1948,VMD,6.7,6.86,2.72,9.65,60.37,100.97,-40.6
1094,TXN,126.64,124.46,93.5,175.12,24.88,65.58,-40.7
1418,VTSI,3.06,3.26,2.09,4.59,35.98,76.71,-40.73
1154,CNO,16.33,16.72,9.04,23.54,45.94,86.71,-40.77
2597,CPSI,23.9,24.5,17.37,34.5,29.1,69.92,-40.82
162,USAU,8.3,8.66,3.29,12.2,62.01,102.89,-40.88
310,UEPS,3.41,3.35,2.81,4.72,16.09,57.04,-40.95
665,ZIXI,7.1,7.07,3.03,9.96,57.12,98.07,-40.95
1132,KVHI,10.34,10.53,6.69,14.84,36.45,77.42,-40.97
1060,ANIX,3.86,3.76,1.35,5.3,64.09,105.07,-40.98
2287,BERY,41.62,42.26,26.99,59.63,36.13,77.23,-41.1
2880,COHR,154.19,155.47,82.09,219.5,47.2,88.38,-41.18
1644,HWKN,42.75,42.66,28.11,60.25,34.11,75.34,-41.23
686,NG,6.67,6.86,5.87,9.69,14.38,55.72,-41.34
1844,VAR,123.3,124.75,89.81,176.36,28.01,69.38,-41.37
1473,GDYN,10.17,10.4,5.5,14.72,47.13,88.63,-41.5
1188,MPAA,18.86,18.57,10.51,26.31,43.42,85.06,-41.65
894,DPZ,270.9,268.08,270.75,380.06,-0.99,40.77,-41.77
2057,ERIE,181.01,182.47,135.27,258.71,25.87,67.65,-41.78
2303,RMD,144.15,142.14,114.34,201.55,19.56,61.36,-41.8
2565,EXTR,7.07,7.08,1.88,10.05,73.45,115.37,-41.92
1377,AVY,128.75,123.23,78.75,174.89,36.1,78.02,-41.92
1677,RBA,41.12,40.98,27.13,58.17,33.8,75.74,-41.94
1701,EMN,76.25,75.69,38.39,107.46,49.28,91.25,-41.97
356,GWRS,12.49,12.5,9.37,17.76,25.05,67.11,-42.05
1583,ATNM,6.69,6.89,5.25,9.79,23.8,65.9,-42.1
1519,RXN,28.98,29.35,19.34,41.72,34.11,76.25,-42.14
2763,AGI,5.57,5.71,3.89,8.12,31.87,74.09,-42.22
1343,JELD,19.37,20.18,7.31,28.7,63.77,106.01,-42.23
2962,KSU,146.19,143.31,100.54,203.95,29.84,72.16,-42.31
1140,GERN,1.44,1.44,0.89,2.05,38.15,80.61,-42.45
1903,SREV,1.18,1.22,0.58,1.74,52.49,95.02,-42.53
2985,TSQ,7.09,7.56,3.8,10.77,49.71,92.25,-42.54
3169,KEYS,102.18,101.5,78.28,144.7,22.88,65.44,-42.56
1515,GBX,29.62,29.58,13.12,42.2,55.65,98.31,-42.66
2183,ASGN,65.66,65.05,31.26,92.82,51.94,94.64,-42.7
3195,RUSHB,28.79,28.68,14.44,40.94,49.65,92.4,-42.74
1766,TAIT,2.77,2.8,2.05,4.0,26.81,69.62,-42.81
3004,GLDD,10.55,10.56,6.78,15.08,35.78,78.62,-42.84
2146,FICO,331.37,334.27,212.0,477.68,36.58,79.48,-42.9
1260,PETQ,25.53,25.43,16.59,36.36,34.77,77.74,-42.97
2510,PRPO,2.36,2.29,0.58,3.28,74.71,117.73,-43.02
535,CPRT,83.04,84.41,58.78,120.78,30.37,73.45,-43.08
2006,HPK,10.29,10.29,4.2,14.74,59.19,102.42,-43.23
3025,MGA,53.98,53.87,24.22,77.17,55.04,98.29,-43.24
2388,SEM,18.22,19.28,11.21,27.62,41.85,85.12,-43.27
2809,TEX,28.03,27.75,12.47,39.77,55.06,98.4,-43.34
2459,SYNH,54.17,53.86,32.64,77.24,39.39,82.81,-43.42
2420,SF,39.06,38.93,21.97,55.84,43.55,87.0,-43.44
2756,TPX,20.67,20.48,6.01,29.39,70.63,114.13,-43.5
225,BYFC,1.59,1.59,1.14,2.28,28.23,71.77,-43.54
2019,AUY,3.47,3.5,2.57,5.02,26.51,70.06,-43.54
2066,PGTI,15.9,16.03,7.19,23.01,55.15,98.69,-43.54
323,SAH,31.41,31.17,9.98,44.75,67.98,111.57,-43.59
1088,BCEL,11.79,12.48,11.4,17.93,8.63,52.34,-43.7
2916,PBYI,8.79,8.99,6.28,12.93,30.17,73.94,-43.77
1393,EA,98.18,99.07,86.94,142.46,12.24,56.04,-43.8
1956,EL,194.7,195.05,144.38,280.54,25.98,69.81,-43.83
2773,MSA,120.47,117.79,87.03,169.54,26.12,70.05,-43.93
2124,ITP,0.67,0.74,0.42,1.07,43.44,87.53,-44.09
3027,DBD,9.53,9.78,3.06,14.1,68.73,112.83,-44.11
829,QMCO,5.97,6.02,1.48,8.68,75.42,119.55,-44.13
3094,LMNX,20.54,20.86,20.76,30.07,0.5,44.62,-44.13
661,AEHR,1.79,1.77,1.14,2.55,35.56,79.7,-44.14
744,CEL,2.62,2.62,2.02,3.77,22.77,66.91,-44.14
26,USAT,6.83,6.82,4.0,9.83,41.34,85.5,-44.15
2556,RLMD,25.72,24.28,23.78,35.0,2.06,46.21,-44.16
1216,NEE,58.12,57.84,45.42,83.4,21.48,65.67,-44.19
1888,SGRP,1.11,1.12,0.6,1.61,46.25,90.47,-44.22
956,CAT,140.12,136.88,91.85,197.45,32.9,77.15,-44.25
1339,HPQ,19.01,18.91,13.11,27.3,30.67,75.04,-44.36
2491,HLIO,43.74,42.89,29.77,61.99,30.59,75.12,-44.53
1219,HELE,155.68,159.02,108.54,229.94,31.75,76.34,-44.6
2906,GTYH,5.54,5.63,2.3,8.15,59.17,103.86,-44.69
2215,MBIO,3.08,3.3,1.91,4.78,42.09,86.86,-44.77
1278,ELMD,6.85,7.53,7.0,10.91,7.03,51.93,-44.9
3006,PSMT,71.86,70.28,42.94,101.83,38.9,83.8,-44.9
514,CLAR,12.09,12.19,8.7,17.68,28.61,73.64,-45.03
3294,TPH,15.33,15.21,6.14,22.06,59.63,104.66,-45.03
1134,MOS,20.07,20.05,7.01,29.09,65.03,110.15,-45.12
1879,BBCP,3.97,4.09,1.9,5.93,53.5,98.63,-45.13
2713,BCC,35.89,35.14,20.65,51.02,41.24,86.41,-45.17
763,GRUB,48.98,49.33,30.13,71.65,38.92,84.17,-45.25
2,HLNE,58.37,58.37,41.21,84.86,29.4,74.78,-45.39
2430,OCUP,7.76,7.84,3.76,11.4,52.04,97.45,-45.41
990,CTB,28.13,27.52,14.61,40.03,46.92,92.36,-45.44
2596,DAN,16.56,16.18,4.32,23.53,73.3,118.75,-45.45
2125,BFI,10.42,10.41,10.35,15.15,0.61,46.09,-45.48
2744,ALXN,107.42,106.14,75.56,154.5,28.81,74.38,-45.57
2049,HOOK,8.02,8.39,5.9,12.21,29.65,75.24,-45.59
790,HLI,47.26,46.78,45.87,68.12,1.94,47.56,-45.62
700,AEY,2.16,2.2,1.56,3.2,29.01,74.63,-45.63
132,CIEN,37.8,38.58,34.5,56.26,10.57,56.41,-45.84
1756,SMSI,5.07,5.11,3.42,7.45,33.05,78.89,-45.85
1646,CVLT,45.78,46.72,27.83,68.16,40.43,86.32,-45.89
3156,LPLA,84.35,84.86,39.02,123.85,54.02,99.97,-45.95
1915,APYX,7.18,7.23,2.87,10.56,60.31,106.35,-46.05
186,KRYS,45.27,47.86,35.02,70.0,26.83,73.09,-46.26
1443,FELE,53.06,51.67,41.43,75.59,19.82,66.11,-46.29
1455,WSO,176.72,173.68,138.42,254.35,20.3,66.75,-46.45
1353,CAR,29.59,29.52,7.78,43.24,73.65,120.1,-46.45
702,CYBR,109.4,110.51,72.78,161.86,34.14,80.61,-46.47
2306,EWBC,45.12,44.97,22.78,65.88,49.34,95.84,-46.5
1277,OPCH,13.68,13.62,6.16,19.96,54.79,101.28,-46.5
2184,PH,193.95,190.11,97.56,278.64,48.68,95.25,-46.57
1288,RYI,9.24,9.58,3.94,14.04,58.87,105.44,-46.58
609,BTG,3.48,3.49,2.71,5.12,22.41,69.0,-46.58
939,LTRX,3.38,3.4,1.61,4.98,52.6,99.22,-46.63
3348,OLLI,63.33,62.84,34.25,92.19,45.5,92.2,-46.71
3320,NAV,30.05,30.06,15.3,44.12,49.1,95.87,-46.77
2291,DISCA,28.11,29.46,18.36,43.25,37.69,84.47,-46.79
2358,ILMN,305.83,307.14,209.2,451.06,31.89,78.75,-46.86
3078,ADUS,85.1,86.25,48.4,126.69,43.89,90.77,-46.88
3228,MKSI,106.28,101.6,70.88,149.24,30.24,77.12,-46.89
2431,FFIV,139.74,140.06,90.55,205.79,35.35,82.28,-46.93
805,BSET,15.15,15.24,4.35,22.41,71.46,118.48,-47.02
1983,SA,12.76,13.01,6.34,19.14,51.28,98.36,-47.08
48,ASYS,5.49,5.69,3.6,8.38,36.75,83.98,-47.22
2814,LOCO,12.21,13.31,6.76,19.6,49.23,96.44,-47.22
1972,FSI,2.5,2.54,1.06,3.74,58.27,105.5,-47.22
2339,ANET,224.29,217.32,157.04,320.09,27.74,75.03,-47.29
2188,IIIV,21.04,22.98,14.0,33.86,39.08,86.42,-47.33
1768,ATTO,14.3,14.31,3.94,21.1,72.47,119.94,-47.47
2996,HOFT,23.44,22.82,12.31,33.66,46.06,93.55,-47.48
2403,GIGM,2.5,2.48,2.01,3.66,19.01,66.48,-47.48
3065,TSEM,22.1,21.82,13.56,32.18,37.85,85.34,-47.49
2377,XLNX,95.23,95.88,68.98,141.43,28.05,75.57,-47.51
1898,AUDC,21.28,21.31,16.38,31.44,23.15,70.66,-47.52
1718,MTOR,23.03,21.7,12.11,32.02,44.19,91.76,-47.57
1600,CNST,14.23,23.99,17.62,35.41,26.56,74.15,-47.59
945,ESTE,4.22,4.5,1.56,6.64,65.33,112.91,-47.59
999,PDFS,15.45,14.8,8.84,21.85,40.29,87.88,-47.6
3231,SCVL,34.39,34.57,13.79,51.04,60.11,107.74,-47.62
893,INTU,264.0,263.95,194.72,389.74,26.23,73.88,-47.65
1383,LFUS,181.65,181.48,105.8,268.02,41.7,89.39,-47.69
791,ATRA,13.87,14.02,5.69,20.72,59.41,107.22,-47.81
1861,HI,31.47,31.26,14.29,46.23,54.29,102.17,-47.88
2932,SPTN,12.7,12.87,9.35,19.05,27.36,75.36,-48.0
1336,FSR,10.09,10.08,8.96,14.93,11.14,59.21,-48.07
6,ISSC,4.57,4.82,2.59,7.14,46.25,94.43,-48.19
1177,SPB,55.39,56.22,24.36,83.34,56.67,104.91,-48.24
2729,SPNE,12.07,12.12,6.08,17.98,49.83,98.19,-48.35
1102,OSPN,16.93,16.59,10.95,24.63,33.99,82.46,-48.47
1831,RP,60.51,58.42,42.69,86.74,26.92,75.41,-48.48
2165,ABT,83.76,83.8,62.82,124.5,25.03,73.61,-48.57
1091,XNCR,35.77,36.26,20.69,53.88,42.95,91.52,-48.57
754,AQUA,17.34,17.6,8.21,26.15,53.35,101.94,-48.58
2502,MDLA,29.86,29.82,16.83,44.33,43.57,92.21,-48.64
97,ASLE,10.02,10.05,9.35,14.94,6.97,55.62,-48.65
40,TPR,25.86,25.75,10.58,38.35,58.92,107.82,-48.9
1122,CEMI,5.37,5.26,2.36,7.84,55.14,104.18,-49.04
2013,CAI,23.68,23.9,10.68,35.63,55.32,104.37,-49.05
2531,AGIO,35.68,37.44,31.52,55.82,15.81,64.9,-49.09
2786,TKR,49.05,48.89,24.27,72.91,50.35,99.5,-49.14
1602,FRC,107.67,104.81,75.6,156.34,27.87,77.04,-49.17
3338,NUS,40.89,41.31,12.52,61.63,69.69,118.89,-49.2
123,MDC,39.64,40.74,16.67,60.79,59.09,108.28,-49.2
2275,CABO,1328.01,1383.22,1161.98,2064.24,15.99,65.23,-49.23
1402,TTI,1.73,1.67,0.22,2.5,86.87,136.12,-49.26
1123,DRNA,16.49,18.82,13.37,28.13,28.96,78.43,-49.47
1880,YRCW,3.41,3.41,1.36,5.11,60.14,109.92,-49.78
1652,ICHR,29.75,28.69,14.9,43.0,48.07,97.94,-49.88
24,PRGX,4.94,5.0,2.23,7.49,55.37,105.27,-49.9
2513,EGY,2.01,1.98,0.71,2.97,63.98,114.01,-50.03
1039,SBBP,2.01,2.09,1.57,3.14,24.95,75.05,-50.1
1152,FSV,95.13,96.16,58.7,144.36,38.95,89.08,-50.13
2835,IBKR,47.28,47.89,35.28,71.98,26.33,76.64,-50.31
1513,RMBS,13.36,13.38,9.26,20.12,30.8,81.16,-50.36
1641,GAU,0.91,0.91,0.71,1.37,22.04,72.47,-50.43
804,SMTC,49.3,49.36,26.99,74.27,45.32,95.79,-50.47
399,EYEG,3.76,4.93,3.24,7.44,34.34,85.12,-50.78
8,TRNS,30.43,28.81,20.26,43.45,29.68,80.49,-50.82
187,MTEM,8.39,8.81,8.48,13.29,3.69,54.63,-50.93
693,CSV,23.99,23.67,13.8,35.75,41.7,92.73,-51.03
2030,NYMX,1.91,1.95,1.69,2.95,13.46,64.52,-51.05
2903,BIOX,5.96,5.95,4.47,8.99,24.91,75.96,-51.05
2017,CNSL,3.92,4.01,3.84,6.07,4.25,55.61,-51.36
2000,SCKT,1.87,1.98,0.93,2.99,52.92,104.29,-51.37
1699,WPM,27.36,27.5,23.74,41.63,13.67,65.05,-51.38
245,SNEX,40.84,42.01,29.01,63.61,30.95,82.35,-51.4
1883,EVR,76.57,77.45,35.75,117.26,53.84,105.24,-51.4
1589,INBK,22.35,22.4,12.36,33.93,44.81,96.31,-51.5
629,EGAN,7.74,7.81,5.05,11.84,35.32,86.97,-51.65
2316,PRTA,9.07,10.23,7.54,15.52,26.33,77.97,-51.65
1203,WRAP,4.16,4.51,3.36,6.85,25.57,77.31,-51.74
375,WAL,50.48,49.95,22.16,75.89,55.63,107.58,-51.95
1000,PTCT,42.72,42.07,32.37,63.94,23.06,75.04,-51.99
355,CP,235.21,233.86,181.36,355.43,22.45,74.43,-51.99
1642,WDR,16.56,16.55,10.76,25.15,34.97,86.97,-52.01
1882,IAA,43.63,42.81,25.0,65.11,41.6,93.7,-52.1
431,PGEN,5.69,5.72,1.46,8.7,74.47,126.61,-52.14
932,AXU,1.86,1.92,0.92,2.93,52.21,104.42,-52.21
2560,REGN,310.48,324.88,336.18,494.9,-3.48,48.85,-52.33
369,GGG,46.65,47.38,39.46,72.21,16.72,69.12,-52.4
1489,ZUMZ,31.43,31.46,14.52,47.95,53.84,106.27,-52.42
1966,UROV,9.75,10.61,7.16,16.18,32.52,85.01,-52.49
1693,FIVE,126.1,126.0,52.27,192.2,58.52,111.05,-52.54
3017,TT,99.14,97.64,71.26,148.98,27.02,79.6,-52.58
489,AGE,1.59,1.76,0.68,2.68,61.26,113.93,-52.67
3105,CLVS,5.34,6.77,3.77,10.34,44.33,97.02,-52.7
1734,COLL,12.85,15.52,13.89,23.7,10.49,63.21,-52.72
904,LCII,101.02,98.78,57.09,150.88,42.21,94.95,-52.74
2406,SSNT,3.56,3.59,1.68,5.48,53.17,105.92,-52.74
2941,RGR,45.05,44.7,41.42,68.33,7.34,60.2,-52.86
3299,RYTM,22.07,22.36,13.16,34.2,41.15,94.08,-52.93
3297,CRM,156.4,155.84,124.3,238.93,20.24,73.55,-53.31
2717,CENTA,27.73,27.66,22.55,42.42,18.49,71.82,-53.34
658,NWS,14.09,13.95,8.14,21.4,41.65,95.06,-53.41
946,HRI,46.76,46.47,12.72,71.35,72.63,126.16,-53.53
1044,CSGP,590.62,586.21,523.37,900.34,10.72,64.31,-53.59
1887,FBHS,60.87,59.58,34.83,91.57,41.54,95.24,-53.7
2533,PRIM,21.14,21.07,9.92,32.39,52.91,106.66,-53.75
3129,TPCO,8.96,10.01,5.5,15.4,45.06,98.89,-53.84
2949,RUSHA,29.25,28.52,18.77,43.88,34.19,88.07,-53.88
1485,LGIH,78.48,77.31,34.39,119.0,55.52,109.44,-53.92
2067,LPX,28.72,27.38,13.86,42.15,49.38,103.32,-53.94
88,VRAY,3.16,3.31,1.35,5.11,59.25,113.49,-54.24
1743,NKE,92.52,92.97,62.8,143.41,32.45,86.7,-54.25
345,AX,29.04,28.8,14.59,44.42,49.33,103.59,-54.26
1932,NEM,38.78,39.15,39.5,60.42,-0.89,53.43,-54.32
2488,LDL,20.77,21.54,5.09,33.24,76.37,130.7,-54.33
1444,EAT,42.4,42.82,7.62,66.12,82.21,136.61,-54.41
3112,GKOS,62.69,62.6,25.53,96.67,59.21,113.65,-54.44
1853,KE,15.5,16.04,10.15,24.77,36.71,91.16,-54.46
2007,DELL,51.59,51.74,28.87,79.94,44.2,98.71,-54.51
2558,TPL,652.93,660.16,308.34,1020.0,53.29,107.8,-54.51
35,ELDN,11.16,11.19,4.68,17.31,58.16,112.9,-54.74
1093,GM,36.62,36.76,16.8,56.88,54.3,109.03,-54.74
544,XPO,78.86,77.81,40.69,120.47,47.71,102.53,-54.83
1167,QLYS,83.37,81.87,68.0,126.79,16.94,71.81,-54.87
122,BOOT,37.77,38.49,10.46,59.61,72.82,127.7,-54.88
971,MNST,58.35,58.66,50.97,90.88,13.11,68.04,-54.93
2930,DTIL,9.47,10.19,4.65,15.79,54.36,109.34,-54.98
2919,MORN,154.85,154.08,107.02,238.81,30.54,85.53,-54.99
1386,EV,46.61,45.96,23.76,71.32,48.3,103.48,-55.17
1720,KLR,10.42,9.85,3.88,15.31,60.6,116.06,-55.45
909,MRUS,16.43,16.46,10.5,25.61,36.22,91.79,-55.57
1759,ANF,16.46,16.39,7.97,25.5,51.37,106.96,-55.59
2881,CDXC,3.7,3.7,2.54,5.75,31.26,86.87,-55.6
2674,PRFT,38.94,40.17,21.78,62.51,45.78,101.4,-55.63
1311,OLN,17.99,18.0,9.34,28.04,48.12,103.88,-55.76
3113,RUBY,9.31,9.58,3.74,14.93,60.98,116.76,-55.78
2039,ABG,105.98,105.84,42.1,165.0,60.22,116.11,-55.89
3346,BLK,466.94,465.88,327.42,726.45,29.72,85.65,-55.93
1540,TYL,269.69,274.0,260.76,427.42,4.83,60.82,-55.99
1398,VMI,141.62,141.03,86.23,220.03,38.86,94.87,-56.02
1240,DSGX,39.93,40.49,29.14,63.2,28.03,84.12,-56.09
3252,TW,41.99,42.4,36.22,66.28,14.58,70.89,-56.31
15,WOR,37.69,37.93,20.51,59.35,45.93,102.39,-56.46
654,KIQ,0.78,0.77,0.47,1.21,39.2,95.72,-56.52
766,VECO,13.53,13.03,7.81,20.44,40.08,96.9,-56.82
2603,PSTG,17.28,17.6,8.76,27.61,50.23,107.09,-56.86
997,INTT,4.82,5.07,2.19,7.96,56.83,113.73,-56.9
400,RFL,19.32,18.93,10.4,29.72,45.05,102.08,-57.04
3089,SVMK,17.55,17.54,10.1,27.54,42.4,99.46,-57.05
267,AN,50.7,50.49,22.55,79.35,55.34,112.49,-57.15
1963,STRL,14.48,14.46,7.26,22.73,49.78,107.02,-57.24
660,LOW,113.36,113.92,65.02,179.17,42.93,100.2,-57.27
1137,MOD,10.29,9.41,2.98,14.8,68.33,125.63,-57.31
1153,DHI,52.71,52.74,28.78,82.96,45.43,102.74,-57.31
1967,CRTX,24.6,29.18,27.78,45.91,4.8,62.13,-57.32
2959,MXIM,57.91,58.2,42.5,91.58,26.97,84.33,-57.36
253,TRN,20.29,20.14,14.75,31.75,26.77,84.4,-57.63
2090,SBNY,123.03,123.98,71.97,195.43,41.95,99.58,-57.63
2555,AVGO,298.01,299.77,167.87,472.7,44.0,101.69,-57.69
1395,CETX,1.4,1.38,0.66,2.18,52.23,110.02,-57.79
2490,ELY,20.44,20.11,5.34,31.74,73.45,131.25,-57.8
1612,FN,56.23,56.95,47.55,89.89,16.51,74.34,-57.83
1415,ERII,9.35,9.35,6.5,14.75,30.45,88.28,-57.84
